LB_NOM,CD_REF,C,S,R,CSR,strategy_class
Gentiana asclepiadea,99862,35.0527725690942,13.2597854713007,51.6874419596052,35 : 13 : 52 %,CR/CSR
Gentiana pneumonanthe,99922,9.22803811507777,50.5098384724075,40.2621234125147,9 : 51 : 40 %,SR
Geranium dissectum,100052,16.7913649260988,29.482480480602,53.7261545932992,17 : 29 : 54 %,R/CSR
Geranium pusillum,100133,38.5278807314509,12.7362854298601,48.735833838689,39 : 13 : 49 %,CR/CSR
Geum montanum,100208,29.7947459214514,70.2052540785486,0,30 : 70 : 0 %,S/CS
Geum reptans,100214,26.6865409956715,64.6131170579706,8.70034194635783,27 : 65 : 9 %,S/CS
Geum urbanum,100225,40.4602860441928,27.4952153930278,32.0444985627794,40 : 27 : 32 %,CSR
Gladiolus imbricatus,100273,42.9476592813708,37.2969659639823,19.7553747546469,43 : 37 : 20 %,CS/CSR
Gladiolus palustris,100278,40.3048492187003,33.3697539517287,26.325396829571,40 : 33 : 26 %,CSR
Glebionis segetum,100304,24.4524545793512,0,75.5475454206488,24 : 0 : 76 %,R/CR
Gleditsia triacanthos,100330,59.3366035069342,25.9369607168734,14.7264357761924,59 : 26 : 15 %,C/CSR
Globularia bisnagarica,100338,24.6632148288324,75.3367851711676,0,25 : 75 : 0 %,S/CS
Globularia vulgaris,100356,8.3905105314166,91.6094894685834,0,8 : 92 : 0 %,S
Gymnadenia nigra,100613,23.2649684012949,0,76.7350315987051,23 : 0 : 77 %,R/CR
Gymnadenia odoratissima,100614,37.7117586213306,0,62.2882413786694,38 : 0 : 62 %,CR
Gymnocarpium dryopteris,100636,36.1959033808201,16.5455113571892,47.2585852619907,36 : 17 : 47 %,CR/CSR
Hedysarum hedysaroides,100839,6.53637621243388,43.8714672448754,49.5921565426907,7 : 44 : 50 %,SR
Helianthemum marifolium,100946,0,100,0,0 : 100 : 0 %,S
Helianthus tuberosus,101055,55.1054268771672,25.9048502301117,18.9897228927211,55 : 26 : 19 %,C/CSR
Helichrysum stoechas,101101,3.93330336727602,80.5649134736467,15.5017831590773,4 : 81 : 16 %,S/SR
Helleborus niger,101196,79.9156858548205,17.4402043774499,2.64410976772964,80 : 17 : 3 %,C/CS
Helminthotheca echioides,101210,52.0668016804336,0,47.9331983195664,52 : 0 : 48 %,CR
Helosciadium nodiflorum,101221,40.4916871861209,0,59.5083128138791,40 : 0 : 60 %,CR
Heracleum sphondylium,101300,77.0772485534502,9.60000969314376,13.322741753406,77 : 10 : 13 %,C/CR
Herminium monorchis,101315,15.771218410278,0,84.228781589722,16 : 0 : 84 %,R
Hieracium humile,102055,39.7977909786168,4.70172244620476,55.5004865751785,40 : 5 : 56 %,CR
Hieracium maculatum,102189,51.3024602711511,5.81422763581236,42.8833120930365,51 : 6 : 43 %,CR
Hieracium prenanthoides,102392,35.96506241818,19.2705538660235,44.7643837157965,36 : 19 : 45 %,CR/CSR
Hippocrepis comosa,102842,13.6893211945707,52.0237727669238,34.2869060385055,14 : 52 : 34 %,SR/CSR
Hippocrepis emerus,102845,28.1882398611129,12.1582377182733,59.6535224206138,28 : 12 : 60 %,R/CSR
Hirschfeldia incana,102876,60.899274495093,0,39.100725504907,61 : 0 : 39 %,CR
Homogyne alpina,102925,25.4967218478477,74.5032781521523,0,25 : 75 : 0 %,S/CS
Hordeum jubatum,102964,9.7123328042585,50.7031440366507,39.5845231590908,10 : 51 : 40 %,SR
Hordeum marinum,102968,3.87090884734501,32.3662745217329,63.7628166309221,4 : 32 : 64 %,R/SR
Hydrocharis morsus-ranae,103120,32.025839081446,0,67.974160918554,32 : 0 : 68 %,R/CR
Hydrocotyle vulgaris,103142,28.0908104238522,0,71.9091895761478,28 : 0 : 72 %,R/CR
Hylotelephium telephium,103162,10.2945638824982,78.0953705003402,11.6100656171617,10 : 78 : 12 %,S/SR
Hyparrhenia hirta,103216,11.7984726358424,73.4391666528128,14.7623607113448,12 : 73 : 15 %,S/SR
Hypericum humifusum,103288,3.15303334005223,32.0079338713896,64.8390327885582,3 : 32 : 65 %,R/SR
Hypericum montanum,103301,16.4761540037926,42.5247293903499,40.9991166058575,16 : 43 : 41 %,SR/CSR
Hypericum pulchrum,103320,4.53422927906012,63.9252643122497,31.5405064086902,5 : 64 : 32 %,S/SR
Hypochaeris glabra,103364,32.8501387049945,0,67.1498612950055,33 : 0 : 67 %,R/CR
Hypochaeris maculata,103369,63.8333653999733,2.12427292868583,34.0423616713408,64 : 2 : 34 %,C/CR
Hypochaeris uniflora,103383,46.3474136426917,0,53.6525863573083,46 : 0 : 54 %,CR
Impatiens balfourii,103543,46.8637271977028,0,53.1362728022972,47 : 0 : 53 %,CR
Inula britannica,103598,55.3987155489598,0,44.6012844510402,55 : 0 : 45 %,CR
Inula helenium,103627,64.7807031379331,25.6970136433995,9.52228321866742,65 : 26 : 10 %,C/CS
Inula salicina,103648,25.2233310756703,36.6622250534355,38.1144438708942,25 : 37 : 38 %,CSR
Iris graminea,103738,35.5034823354834,33.3798447308904,31.1166729336262,36 : 33 : 31 %,CSR
Iris sibirica,103777,46.3978572771156,38.192084967419,15.4100577554654,46 : 38 : 15 %,CS/CSR
Isolepis setacea,103898,4.49258517024393,6.13720871960021,89.3702061101559,4 : 6 : 89 %,R
Jacobaea alpina,610648,62.4642254689361,8.34989811904878,29.1858764120151,62 : 8 : 29 %,C/CR
Jacobaea incana,610642,25.6485794113473,54.8649548386655,19.4864657499872,26 : 55 : 19 %,S/CSR
Jacobaea maritima,610643,43.754956780737,56.245043219263,0,44 : 56 : 0 %,CS
Jacobaea paludosa,103995,52.9975964098174,12.6057890390421,34.3966145511405,53 : 13 : 34 %,CR/CSR
Juncus acutiflorus,104101,45.2037000279043,48.9048660712886,5.89143390080714,45 : 49 : 6 %,CS
Juncus alpinoarticulatus,104111,4.40244383316762,65.5211837337735,30.0763724330589,4 : 66 : 30 %,S/SR
Juncus articulatus,104126,22.431537456318,64.8724602488263,12.6960022948556,22 : 65 : 13 %,S/CS
Juncus compressus,104155,11.7428880538923,67.1319509671213,21.1251609789864,12 : 67 : 21 %,S/SR
Juncus maritimus,104246,18.7478296234115,81.2521703765885,0,19 : 81 : 0 %,S/CS
Juniperus communis,104397,0,100,0,0 : 100 : 0 %,S
Kickxia elatine,104502,10.6638674828602,4.52665699129365,84.8094755258461,11 : 5 : 85 %,R
Koeleria macrantha,104644,8.1804730388489,70.4080110655046,21.4115158956465,8 : 70 : 21 %,S/SR
Laburnum alpinum,104715,40.1422035622838,40.6861726079811,19.1716238297351,40 : 41 : 19 %,CS/CSR
Laburnum anagyroides,104716,36.5520875368182,34.8187315503447,28.629180912837,37 : 35 : 29 %,CSR
Lactuca quercina,104766,40.382125824315,2.52209706693861,57.0957771087464,40 : 3 : 57 %,CR
Lactuca virosa,104787,64.4289964832091,4.60114413601292,30.969859380778,64 : 5 : 31 %,C/CR
Lamium galeobdolon,104876,34.3897095541605,24.1410219104758,41.4692685353637,34 : 24 : 41 %,CR/CSR
Laphangium luteoalbum,610681,8.58155473618581,15.9252605810899,75.4931846827243,9 : 16 : 75 %,R/SR
Larix decidua,105042,0,97.4520733436868,2.5479266563132,0 : 97 : 3 %,S
Laserpitium siler,105092,61.3237031822517,31.8200187008458,6.85627811690243,61 : 32 : 7 %,C/CS
Lathyrus hirsutus,105201,20.7259769854882,25.5786140790879,53.6954089354239,21 : 26 : 54 %,R/CSR
Lathyrus japonicus,105206,47.9987992290644,22.7547945686468,29.2464062022888,48 : 23 : 29 %,C/CSR
Lathyrus pannonicus,105241,26.5176643927305,48.3780565421824,25.1042790650871,27 : 48 : 25 %,S/CSR
Leersia oryzoides,105400,17.5313392594829,47.3373722539553,35.1312884865618,18 : 47 : 35 %,SR/CSR
Lemna minor,105431,0,0,100,0 : 0 : 100 %,R
Leontodon crispus,105490,40.2077967998819,0,59.7922032001181,40 : 0 : 60 %,CR
Leontodon hispidus,105502,40.7103420362938,0,59.2896579637062,41 : 0 : 59 %,CR
Leontodon saxatilis,105521,30.9554631323595,2.00549423720508,67.0390426304354,31 : 2 : 67 %,R/CR
Lepidium coronopus,984396,20.0771868560952,0,79.9228131439048,20 : 0 : 80 %,R/CR
Lepidium didymum,105615,19.793312798745,1.2186963702614,78.9879908309936,20 : 1 : 79 %,R/CR
Lepidium latifolium,105641,80.3126859063301,0,19.6873140936699,80 : 0 : 20 %,C/CR
Lepidium sativum,105673,33.0908853803939,0,66.9091146196061,33 : 0 : 67 %,R/CR
Lepidium virginicum,105689,15.0550858782675,29.1470233266297,55.7978907951028,15 : 29 : 56 %,R/CSR
Leucanthemum ircutianum,105795,33.5719649794813,0,66.4280350205187,34 : 0 : 66 %,R/CR
Leucojum vernum,105841,50.0213148566209,0,49.9786851433791,50 : 0 : 50 %,CR
Libanotis pyrenaica,610580,69.169456358455,2.78861023889124,28.0419334026538,69 : 3 : 28 %,C/CR
Ligularia sibirica,105908,53.225147888083,20.1267151311037,26.6481369808133,53 : 20 : 27 %,C/CSR
Lilium martagon,105989,49.0503298461695,0,50.9496701538305,49 : 0 : 51 %,CR
Limonium binervosum,106047,10.0546203364047,69.4421405860171,20.5032390775782,10 : 69 : 21 %,S/SR
Limonium echioides,106070,8.04072210621031,84.8193978745394,7.13988001925028,8 : 85 : 7 %,S
Limonium vulgare,106112,61.0040859952415,33.1218431787944,5.87407082596413,61 : 33 : 6 %,C/CS
Linnaea borealis,106260,3.90687164051273,57.7928524998735,38.3002758596138,4 : 58 : 38 %,SR
Linum austriacum,106280,0,81.1523038819747,18.8476961180253,0 : 81 : 19 %,S/SR
Linum usitatissimum,106349,1.97000765140062,6.40596252743563,91.6240298211637,2 : 6 : 92 %,R
Lithospermum officinale,106396,29.0548507396077,28.1005086559229,42.8446406044694,29 : 28 : 43 %,CSR
Lolium remotum,106504,44.1175215105881,2.56474506240346,53.3177334270084,44 : 3 : 53 %,CR
Lolium temulentum,106517,34.1014165918837,21.5576962359193,44.340887172197,34 : 22 : 44 %,CR/CSR
Lonicera japonica,106571,26.2497665178266,52.5887724398459,21.1614610423275,26 : 53 : 21 %,S/CSR
Lotus dorycnium,106664,9.16873350997019,63.9199124944578,26.911353995572,9 : 64 : 27 %,S/SR
Luzula multiflora,106842,11.2234229248214,40.4000043723728,48.3765727028058,11 : 40 : 48 %,SR/CSR
Lychnis coronaria,106910,34.8421836679907,55.3757158272113,9.78210050479803,35 : 55 : 10 %,CS
Lysimachia arvensis,610909,4.04165120899999,0,95.958348791,4 : 0 : 96 %,R
Lysimachia tenella,107085,0,0,100,0 : 0 : 100 %,R
Lythrum virgatum,107126,13.6104548853434,78.5359765103052,7.85356860435141,14 : 79 : 8 %,S/CS
Malus sylvestris,107217,20.7137559412303,69.1689556532984,10.1172884054712,21 : 69 : 10 %,S/CS
Malva alcea,107224,51.7468912226017,0,48.2531087773983,52 : 0 : 48 %,CR
Malva sylvestris,107318,58.682692244967,4.13803550611528,37.1792722489177,59 : 4 : 37 %,CR
Matricaria discoidea,107446,24.1984211635324,0,75.8015788364676,24 : 0 : 76 %,R/CR
Medicago littoralis,107647,4.27256671474182,51.903339621168,43.8240936640902,4 : 52 : 44 %,SR
Medicago marina,107654,6.1665737468886,79.043331410227,14.7900948428844,6 : 79 : 15 %,S/SR
Medicago orbicularis,107677,8.49292179461159,36.2217991932215,55.2852790121669,8 : 36 : 55 %,SR
Medicago polyceratia,107688,5.25256326876645,68.9686879884058,25.7787487428277,5 : 69 : 26 %,S/SR
Medicago polymorpha,107689,17.0507622352409,27.8378504783027,55.1113872864564,17 : 28 : 55 %,R/CSR
Melampyrum arvense,107786,23.592272591712,18.8623719241024,57.5453554841856,24 : 19 : 58 %,R/CSR
Melica ciliata,107851,11.2256519227596,61.7453060126491,27.0290420645913,11 : 62 : 27 %,S/SR
Mentha longifolia,108103,28.6669277014379,33.1301433756898,38.2029289228723,29 : 33 : 38 %,CSR
Mentha suaveolens,108168,34.9492388918186,10.8623211313636,54.1884399768177,35 : 11 : 54 %,CR/CSR
Mercurialis tomentosa,108367,6.16912727773411,93.8308727222659,0,6 : 94 : 0 %,S
Milium effusum,108537,32.9991127653802,23.5476013689302,43.4532858656896,33 : 24 : 43 %,CR/CSR
Minuartia recurva,108612,0,78.5092227374288,21.4907772625712,0 : 79 : 21 %,S/SR
Moehringia muscosa,108686,0,13.6080366322309,86.3919633677691,0 : 14 : 86 %,R
Montia fontana,108785,3.26637413219092,0,96.7336258678091,3 : 0 : 97 %,R
Mutellina adonidifolia,610917,60.3533101920971,0,39.6466898079029,60 : 0 : 40 %,CR
Myagrum perfoliatum,108948,38.0778437256163,0,61.9221562743837,38 : 0 : 62 %,CR
Myosotis discolor,109019,9.04894900970509,0,90.9510509902949,9 : 0 : 91 %,R
Myosotis laxa,109042,16.3161696489113,0,83.6838303510887,16 : 0 : 84 %,R/CR
Myosotis sylvatica,109104,25.2399784435215,0,74.7600215564785,25 : 0 : 75 %,R/CR
Myriophyllum aquaticum,109141,9.87255480181532,0,90.1274451981847,10 : 0 : 90 %,R
Neotinea tridentata,162206,51.0523476057436,0,48.9476523942565,51 : 0 : 49 %,CR
Nepeta nuda,109534,30.4494186996151,35.1899721688074,34.3606091315774,30 : 35 : 34 %,CSR
Nicandra physalodes,109600,54.8219906723219,0,45.1780093276781,55 : 0 : 45 %,CR
Noccaea alpestris,109665,1.54440702777679,76.7740957865864,21.6814971856368,2 : 77 : 22 %,S/SR
Nuphar pumila,109735,72.5673526084645,0,27.4326473915355,73 : 0 : 27 %,C/CR
Nymphoides peltata,109769,61.3207896505747,0,38.6792103494253,61 : 0 : 39 %,CR
Odontites luteus,109838,2.38156451974063,45.4122353400275,52.2062001402319,2 : 45 : 52 %,SR
Oenanthe crocata,109864,57.0551893759144,0,42.9448106240856,57 : 0 : 43 %,CR
Olea europaea,110002,12.3746905032403,87.6253094967597,0,12 : 88 : 0 %,S
Ononis minutissima,110205,4.25024493533507,84.9537425683424,10.7960124963225,4 : 85 : 11 %,S
Ononis pusilla,110221,0,82.9131420838078,17.0868579161922,0 : 83 : 17 %,S/SR
Ononis striata,110237,0,66.0753881800637,33.9246118199364,0 : 66 : 34 %,S/SR
Ononis variegata,110239,5.31100562450296,0,94.6889943754971,5 : 0 : 95 %,R
Onosma arenaria,110290,26.816836389417,52.0408328727826,21.1423307378004,27 : 52 : 21 %,S/CSR
Ophioglossum vulgatum,110313,44.2280489371069,0,55.7719510628931,44 : 0 : 56 %,CR
Orchis mascula,110914,56.2532974579027,0,43.7467025420973,56 : 0 : 44 %,CR
Orchis militaris,110920,64.8518807883242,0,35.1481192116758,65 : 0 : 35 %,C/CR
Oreochloa disticha,111233,1.80643561345327,98.1935643865467,0,2 : 98 : 0 %,S
Orlaya platycarpos,111301,13.7336511938502,42.1918806883708,44.074468117779,14 : 42 : 44 %,SR/CSR
Ornithogalum umbellatum,111391,53.1892727637321,0,46.8107272362679,53 : 0 : 47 %,CR
Ornithopus perpusillus,111419,8.17653160657193,23.751002524391,68.0724658690371,8 : 24 : 68 %,R/SR
Oryza sativa,111793,37.415677877313,36.8275983710164,25.7567237516705,37 : 37 : 26 %,CSR
Oxalis corniculata,111876,23.1930153718896,2.98721080037046,73.81977382774,23 : 3 : 74 %,R/CR
Pancratium maritimum,112070,24.1198009051262,74.8044414044246,1.07575769044918,24 : 75 : 1 %,S/CS
Panicum virgatum,112259,23.3058516641935,61.4417827383523,15.2523655974543,23 : 61 : 15 %,S/CSR
Papaver rhoeas,112355,23.0301903988019,19.929227511333,57.0405820898651,23 : 20 : 57 %,R/CSR
Parietaria judaica,112410,34.6773708534704,10.4456735588715,54.8769555876581,35 : 10 : 55 %,CR
Paronychia arabica,112428,0,77.0486593887728,22.9513406112272,0 : 77 : 23 %,S/SR
Paronychia argentea,112429,0,55.7218474334051,44.2781525665949,0 : 56 : 44 %,SR
Paronychia capitata,112431,0,74.0882285952752,25.9117714047248,0 : 74 : 26 %,S/SR
Pedicularis gyroflexa,997256,21.7143276926272,62.5405151141638,15.745157193209,22 : 63 : 16 %,S/CSR
Pedicularis kerneri,112584,14.7815268729094,44.6657951045159,40.5526780225747,15 : 45 : 41 %,SR/CSR
Pedicularis pyrenaica,112591,4.74794317629381,42.5878222449935,52.6642345787127,5 : 43 : 53 %,SR
Pedicularis tuberosa,112602,24.0503851454293,52.5416731250091,23.4079417295616,24 : 53 : 23 %,S/CSR
Persicaria amphibia,112727,41.9905643078952,28.6163150761513,29.3931206159535,42 : 29 : 29 %,CSR
Petasites albus,112778,73.5724121649981,0,26.4275878350019,74 : 0 : 26 %,C/CR
Petasites hybridus,112783,87.2775236719803,4.7790655242824,7.94341080373726,87 : 5 : 8 %,C
Petrocallis pyrenaica,112803,0,98.3841779654995,1.61582203450054,0 : 98 : 2 %,S
Phagnalon saxatile,112935,0,100,0,0 : 100 : 0 %,S
Phegopteris connectilis,113079,45.9394791990453,6.0461723979111,48.0143484030436,46 : 6 : 48 %,CR
Philadelphus coronarius,113134,41.3262600727586,28.6256176443686,30.0481222828729,41 : 29 : 30 %,CSR
Phleum phleoides,113219,11.511742943613,65.5661266853992,22.9221303709878,12 : 66 : 23 %,S/SR
Phlomis lychnitis,113243,34.2092278534163,65.7907721465837,0,34 : 66 : 0 %,S/CS
Phyla nodiflora,113294,24.7989394012738,0,75.2010605987262,25 : 0 : 75 %,R/CR
Physostegia virginiana,1032086,27.4013253178003,72.5986746821997,0,27 : 73 : 0 %,S/CS
Phyteuma spicatum,113407,42.2431455624921,0,57.7568544375079,42 : 0 : 58 %,CR
Picris hieracioides,113474,41.6971908394102,7.16792200175226,51.1348871588375,42 : 7 : 51 %,CR
Pilosella officinarum,113525,32.7232154708302,43.3045700133912,23.9722145157786,33 : 43 : 24 %,CS/CSR
Pilularia globulifera,113547,0,0,100,0 : 0 : 100 %,R
Pinguicula alpina,113609,5.5870319266513,0,94.4129680733487,6 : 0 : 94 %,R
Pinguicula vulgaris,113639,10.8972722907522,0,89.1027277092478,11 : 0 : 89 %,R
Pinus brutia,162292,26.7889778849144,73.2110221150856,0,27 : 73 : 0 %,S/CS
Pinus pinaster,113689,18.6660558532933,81.3339441467067,0,19 : 81 : 0 %,S/CS
Pittosporum undulatum,113786,35.1086805511036,64.8913194488964,0,35 : 65 : 0 %,S/CS
Plantago arenaria,113809,22.2912067882576,0,77.7087932117424,22 : 0 : 78 %,R/CR
Plantago argentea,113810,34.603989424935,41.2247025872805,24.1713079877845,35 : 41 : 24 %,CS/CSR
Plantago major,113904,61.671704163324,7.99128323526398,30.337012601412,62 : 8 : 30 %,C/CR
Platanthera chlorantha,114012,51.28357681449,0,48.71642318551,51 : 0 : 49 %,CR
Platycladus orientalis,114037,11.9272510913353,88.0727489086647,0,12 : 88 : 0 %,S
Poa chaixii,114153,11.8150833375923,59.4316845653344,28.7532320970733,12 : 59 : 29 %,S/CSR
Poa trivialis,114416,24.5765189224081,36.4313531403505,38.9921279372414,25 : 36 : 39 %,SR/CSR
Polygala amarella,114526,5.23804644647985,26.882294942331,67.8796586111892,5 : 27 : 68 %,R/SR
Polygala serpyllifolia,114589,3.93198344513755,24.9923032220951,71.0757133327673,4 : 25 : 71 %,R/SR
Polygonatum multiflorum,114611,32.096744229042,0,67.903255770958,32 : 0 : 68 %,R/CR
Polygonum maritimum,114779,14.419605336757,73.8158458522719,11.7645488109711,14 : 74 : 12 %,S/CS
Polypodium vulgare,115016,34.8642912865681,53.3748399972729,11.7608687161591,35 : 53 : 12 %,CS/CSR
Polystichum lonchitis,115061,46.7111948758593,43.5328513439346,9.75595378020611,47 : 44 : 10 %,CS
Pontederia cordata,115096,70.1011585090952,12.4662024563566,17.4326390345482,70 : 12 : 17 %,C/CR
Populus alba,115110,36.2343127349979,57.4202634091748,6.34542385582725,36 : 57 : 6 %,CS
Populus tremula,115156,31.0602009698073,57.8891802288513,11.0506188013414,31 : 58 : 11 %,S/CSR
Potamogeton berchtoldii,115233,2.14259777469423,0,97.8574022253058,2 : 0 : 98 %,R
Potamogeton crispus,115245,17.4376622280213,2.68759427303105,79.8747434989477,17 : 3 : 80 %,R/CR
Potamogeton polygonifolius,115301,28.3357416029143,22.4541874922065,49.2100709048792,28 : 22 : 49 %,R/CSR
Potentilla aurea,115414,15.7555906534696,52.6158411430321,31.6285682034984,16 : 53 : 32 %,S/CSR
Potentilla caulescens,115431,28.6862605892543,34.4522603708067,36.861479039939,29 : 34 : 37 %,CSR
Potentilla intermedia,115530,22.2911931268683,48.6256763137482,29.0831305593836,22 : 49 : 29 %,S/CSR
Potentilla norvegica,115575,30.6987912790095,42.149291433631,27.1519172873595,31 : 42 : 27 %,CSR
Poterium sanguisorba,115789,20.8198027291775,56.8448810710599,22.3353161997626,21 : 57 : 22 %,S/CSR
Prospero autumnale,115975,20.31060351583,0,79.68939648417,20 : 0 : 80 %,R/CR
Prunella grandiflora,1030499,35.6949295321364,25.693527487598,38.6115429802656,36 : 26 : 39 %,CSR
Prunella laciniata,115998,5.88919603361133,48.7591616326034,45.3516423337853,6 : 49 : 45 %,SR
Prunus persica,116112,33.3023028550118,49.6460537894227,17.0516433555655,33 : 50 : 17 %,CS/CSR
Pseudorchis albida,116206,38.9554245902903,0,61.0445754097097,39 : 0 : 61 %,CR
Pulicaria dysenterica,116392,35.2188340357053,0,64.7811659642947,35 : 0 : 65 %,R/CR
Pulsatilla vulgaris,116460,50.5630850429926,44.8263863430743,4.61052861393313,51 : 45 : 5 %,CS
Pyrola media,116542,20.3599951383474,54.4875812655593,25.1524235960933,20 : 54 : 25 %,S/CSR
Pyrus spinosa,116610,13.7247542343251,85.9635199636151,0.311725802059876,14 : 86 : 0 %,S
Quercus coccifera,116672,29.7823227592599,70.2176772407401,0,30 : 70 : 0 %,S/CS
Quercus rubra,116762,56.6692748943457,31.5365671130593,11.7941579925951,57 : 32 : 12 %,C/CSR
Rabelera holostea,999933,18.0632091289032,1.00071275744846,80.9360781136484,18 : 1 : 81 %,R/CR
Ranunculus aconitifolius,116902,74.0355313450062,0,25.9644686549938,74 : 0 : 26 %,C/CR
Ranunculus breyninus,116948,37.3262537348699,28.7318564776578,33.9418897874723,37 : 29 : 34 %,CSR
Ranunculus flammula,117025,32.6020562089975,12.142636153508,55.2553076374945,33 : 12 : 55 %,R/CSR
Ranunculus fluitans,117027,34.0043852386349,0,65.9956147613651,34 : 0 : 66 %,R/CR
Ranunculus lateriflorus,117090,18.9919033265372,12.3753094650775,68.6327872083853,19 : 12 : 69 %,R/CR
Ranunculus platanifolius,117174,77.2036746904134,4.54077403865212,18.2555512709345,77 : 5 : 18 %,C/CR
Ranunculus sceleratus,117224,40.3488338053931,0,59.6511661946069,40 : 0 : 60 %,CR
Rapistrum rugosum,117393,27.47387376547,0,72.52612623453,27 : 0 : 73 %,R/CR
Reichardia picroides,117426,30.2290224429382,0,69.7709775570618,30 : 0 : 70 %,R/CR
Reseda lutea,117458,11.8948867211732,43.6669004921345,44.4382127866923,12 : 44 : 44 %,SR/CSR
Rhamnus alaternus,117526,21.1112375465835,78.8887624534165,0,21 : 79 : 0 %,S/CS
Rhaponticum centauroides,717862,13.1959410304497,76.716183689172,10.0878752803783,13 : 77 : 10 %,S/CS
Rhodiola rosea,117668,13.9440033937914,0,86.0559966062086,14 : 0 : 86 %,R
Ribes nigrum,117766,41.8213491477948,44.7773221707325,13.4013286814728,42 : 45 : 13 %,CS/CSR
Rorippa amphibia,117933,69.8926536522428,0,30.1073463477572,70 : 0 : 30 %,C/CR
Rorippa sylvestris,117951,38.3812354196021,0,61.6187645803979,38 : 0 : 62 %,CR
Rosa agrestis,117986,30.4978234250798,63.8207773892369,5.68139918568331,30 : 64 : 6 %,S/CS
Rosa multiflora,118353,34.5632596294717,35.1864607213365,30.2502796491918,35 : 35 : 30 %,CSR
Rosa pendulina,118397,24.6116106480593,49.1188274207898,26.2695619311509,25 : 49 : 26 %,S/CSR
Rostraria cristata,118872,2.01722297897862,67.1931867127211,30.7895903083003,2 : 67 : 31 %,S/SR
Rubus caesius,118993,39.726348985941,40.4310383460058,19.8426126680533,40 : 40 : 20 %,CS/CSR
Rubus saxatilis,119318,44.805819782871,26.7696169676589,28.4245632494701,45 : 27 : 28 %,C/CSR
Rumex longifolius,119525,77.4861200743945,0,22.5138799256056,77 : 0 : 23 %,C/CR
Ruppia maritima,119691,1.69518440280637,14.3033665224187,84.0014490747749,2 : 14 : 84 %,R
Ruta angustifolia,119707,45.7618716315149,54.2381283684851,0,46 : 54 : 0 %,CS
Sabulina tenuifolia,119753,0,64.5733366508598,35.4266633491402,0 : 65 : 35 %,S/SR
Sabulina verna,119754,0,81.4967534778237,18.5032465221763,0 : 81 : 19 %,S/SR
Sagina apetala,119780,0,50.0284769258784,49.9715230741216,0 : 50 : 50 %,SR
Sagina procumbens,119818,0,25.8159548350661,74.1840451649339,0 : 26 : 74 %,R/SR
Sagittaria graminea,119850,11.083569176662,82.8049117032199,6.11151912011814,11 : 83 : 6 %,S
Salix aurita,119952,21.2120102507946,70.0185080879222,8.76948166128322,21 : 70 : 9 %,S/CS
Salix myrsinifolia,120135,14.9289255651595,68.6118565378281,16.4592178970124,15 : 69 : 16 %,S/SR
Salvia verbenaca,120700,76.5598998123666,16.0534563857745,7.38664380185887,77 : 16 : 7 %,C/CS
Salvinia natans,120709,5.74687522591556,0,94.2531247740844,6 : 0 : 94 %,R
Sanguisorba officinalis,120758,40.7645117394222,45.6293135060558,13.6061747545219,41 : 46 : 14 %,CS/CSR
Santolina chamaecyparissus,120785,6.42941763825314,0,93.5705823617469,6 : 0 : 94 %,R
Satureja montana,120908,2.43820260250841,97.5617973974916,0,2 : 98 : 0 %,S
Saussurea alpina,120949,34.0220821794167,21.9921363622956,43.9857814582877,34 : 22 : 44 %,CR/CSR
Saxifraga androsacea,120973,0,92.3012299850922,7.69877001490776,0 : 92 : 8 %,S
Saxifraga cotyledon,121024,6.34926467200935,93.6507353279906,0,6 : 94 : 0 %,S
Saxifraga granulata,121065,26.4053542882061,0,73.5946457117939,26 : 0 : 74 %,R/CR
Saxifraga tridactylites,121201,0.255080110977078,93.2820408791049,6.46287900991799,0 : 93 : 6 %,S
Scandix stellata,121455,6.08010095941331,75.8716100493072,18.0482889912795,6 : 76 : 18 %,S/SR
Scleranthus annuus,121823,0,14.8793596919767,85.1206403080233,0 : 15 : 85 %,R
Scolymus hispanicus,121901,17.2651173201358,59.820689766361,22.9141929135032,17 : 60 : 23 %,S/CSR
Scrophularia canina,122003,35.2981763079692,0,64.7018236920308,35 : 0 : 65 %,R/CR
Secale cereale,122085,43.9507792067415,0,56.0492207932585,44 : 0 : 56 %,CR
Sedum alpestre,122107,0,92.7366637062145,7.26333629378549,0 : 93 : 7 %,S
Sedum rubens,122243,0,80.8567601535931,19.1432398464069,0 : 81 : 19 %,S/SR
Sedum sexangulare,122256,0,92.5738890679063,7.42611093209373,0 : 93 : 7 %,S
Selaginella selaginoides,122308,0,50.4021482042706,49.5978517957294,0 : 50 : 50 %,SR
Senecio doronicum,122593,16.020474910919,79.6395067786492,4.34001831043174,16 : 80 : 4 %,S/CS
Senecio leucanthemifolius,122650,28.5599213795881,0,71.440078620412,29 : 0 : 71 %,R/CR
Senecio ovatus,122675,55.9167480027745,0,44.0832519972255,56 : 0 : 44 %,CR
Senecio sylvaticus,122726,58.2858261226738,0,41.7141738773262,58 : 0 : 42 %,CR
Senecio vernalis,122740,46.8448571803593,0,53.1551428196407,47 : 0 : 53 %,CR
Serratula tinctoria,122971,59.5309461966288,14.4626443527656,26.0064094506056,60 : 14 : 26 %,C/CSR
Sesleria caerulea,123071,16.67754596643,57.7078949787997,25.6145590547703,17 : 58 : 26 %,S/CSR
